chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
None, None, 222434, 0, 0, 0, 0, 0, 2, -0.5, 0.0, 0, Jack, 0.0, 66, False, , None, 40, 222434.jpg, 0.0, Simpson, 6.9, False, None, a, 3, 91, 0, 114576, 9132, 190001, 14294, 0.0, 0.0, Simpson, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 75115, 1, -1, -1, 1, 1, 4, 8.2, 8.7, 6, Callum, 8.7, 67, False, , None, 79, 75115.jpg, 6.6, Wilson, 11.8, False, None, a, 3, 91, 46, 392430, 76082, 755357, 31639, 1.1, 5.8, Callum Wilson, 607, 5, 3, 0, 12, 0, 0, 0, 1, 0, 0, 4, 159, 205.0, 112.4, 258.0, 57.7, 
None, None, 78007, 0, 0, -2, 2, 1, 4, 7.5, 8.0, 12, Joshua, 8.0, 68, False, , None, 63, 78007.jpg, 5.1, King, 9.1, False, None, a, 3, 91, 36, 330995, 85328, 977871, 23126, 1.3, 5.7, King, 618, 2, 3, 0, 12, 0, 0, 0, 0, 0, 0, 5, 108, 168.6, 114.7, 147.0, 43.0, 
None, None, 154566, 0, 0, -1, 1, 0, 4, 1.5, 2.0, 2, Dominic, 2.0, 69, False, , None, 54, 154566.jpg, 1.4, Solanke, 0.4, False, None, a, 3, 91, 10, 18025, 2088, 29357, 1957, 0.4, 1.9, Solanke, 318, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 20.0, 39.5, 117.0, 17.7, 
0, 0, 217331, 0, 0, -1, 1, 0, 4, 0.0, 0.0, 0, Sam, 0.0, 71, False, Joined Swansea City on loan until the end of the season on 6/8. - Expected back 01 Jul, 2019-08-07T20:00:14.104634Z, 44, 217331.jpg, 0.0, Surridge, 0.6, False, None, n, 3, 91, 0, 36913, 920, 55522, 2728, 0.0, 0.0, Surridge, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 40349, 0, 0, -2, 2, 0, 1, 0.0, 0.0, 0, Asmir, 0.0, 72, False, Joined Qarabag on loan until January on 2/9. - Expected back 01 Feb, 2019-09-02T17:00:12.309749Z, 43, 40349.jpg, 0.0, Begovic, 1.3, False, None, n, 3, 91, 0, 11296, 156, 121084, 5137, 0.0, 0.0, Begovic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 18726, 0, 0, -1, 1, 0, 1, -0.5, 0.0, 0, Artur, 0.0, 73, False, , None, 44, 18726.jpg, 0.0, Boruc, 0.3, False, None, a, 3, 91, 0, 4228, 281, 12470, 826, 0.0, 0.0, Boruc, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 229600, 0, 0, -1, 1, 0, 1, -0.5, 0.0, 0, Mark, 0.0, 74, False, , None, 44, 229600.jpg, 0.0, Travers, 0.2, False, None, a, 3, 91, 0, 1570, 76, 8172, 380, 0.0, 0.0, Travers, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
75, None, 90105, 0, 0, -3, 3, 0, 3, 1.7, 2.7, 0, Ryan, 2.7, 75, False, Illness - 75% chance of playing, 2019-09-28T16:00:16.992466Z, 72, 90105.jpg, 3.2, Fraser, 4.5, False, None, d, 3, 91, 19, 93927, 666, 950519, 75596, 0.4, 2.6, Fraser, 420, 1, 1, 0, 8, 0, 0, 0, 1, 0, 0, 2, 66, 89.2, 104.1, 67.0, 25.9, 
0, 0, 111317, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, David, 0.0, 76, False, Ankle injury - Expected back 26 Oct, 2019-07-31T21:00:14.727782Z, 63, 111317.jpg, 0.0, Brooks, 0.1, False, None, i, 3, 91, 0, 417, 23, 16957, 276, 0.0, 0.0, Brooks, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 56872, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Junior, 0.0, 77, False, Knee injury - Unknown return date, 2019-06-25T11:30:06.990995Z, 59, 56872.jpg, 0.0, Stanislas, 0.0, False, None, i, 3, 91, 0, 123, 5, 279, 9, 0.0, 0.0, Stanislas, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 103912, 0, 0, -2, 2, 0, 3, -0.5, 0.0, 0, Jordon, 0.0, 78, False, , None, 48, 103912.jpg, 1.0, Ibe, 0.2, False, None, a, 3, 91, 2, 3932, 193, 16646, 747, 0.0, 0.4, Ibe, 48, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 6.8, 5.4, 0.0, 1.2, 
100, 100, 155408, 0, 0, 0, 0, 0, 3, 0.8, 1.3, 1, Lewis, 1.3, 79, False, , 2019-06-25T11:30:07.007116Z, 50, 155408.jpg, 1.3, Cook, 0.0, False, None, a, 3, 91, 4, 1431, 200, 745, 217, 0.3, 0.8, Lewis Cook, 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 15, 8.8, 1.3, 0.0, 1.0, 
100, 100, 15237, 0, 0, -2, 2, 0, 3, -0.2, 0.3, 0, Andrew, 0.3, 80, False, , 2019-06-25T11:30:07.022396Z, 48, 15237.jpg, 1.0, Surman, 0.0, False, None, a, 3, 91, 3, 723, 38, 2671, 161, 0.1, 0.6, Surman, 57, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 6.4, 2.2, 0.0, 0.9, 
0, 0, 40387, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Dan, 0.0, 81, False, Hip injury - Expected back 02 Nov, 2019-07-30T10:30:13.907385Z, 49, 40387.jpg, 0.0, Gosling, 0.0, False, None, i, 3, 91, 0, 78, 4, 770, 27, 0.0, 0.0, Gosling, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 152551, -1, 1, -2, 2, 0, 3, 0.5, 1.0, 1, Jefferson, 1.0, 82, False, , None, 48, 152551.jpg, 1.3, Lerma, 0.2, False, None, a, 3, 91, 9, 5440, 134, 11427, 671, 0.2, 1.8, Lerma, 553, 0, 0, 0, 11, 0, 0, 0, 4, 0, 0, 0, 69, 74.2, 22.1, 10.0, 10.6, 
None, None, 154131, 0, 0, -1, 1, 0, 2, 0.8, 1.3, 1, Jack, 1.3, 446, False, , None, 44, 154131.jpg, 1.3, Stacey, 0.1, False, None, a, 3, 91, 4, 1666, 150, 5387, 244, 0.3, 0.9, Stacey, 268, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 37, 49.6, 13.7, 2.0, 6.6, 
None, None, 168991, 0, 0, 0, 0, 0, 3, 2.5, 3.0, 2, Philip, 3.0, 476, False, , None, 50, 168991.jpg, 2.0, Billing, 0.2, False, None, a, 3, 91, 14, 9150, 812, 9543, 929, 0.6, 2.8, Billing, 583, 0, 1, 0, 11, 0, 0, 0, 2, 0, 0, 0, 85, 124.6, 57.6, 92.0, 27.4, 
100, 100, 220307, 0, 0, -2, 2, 0, 3, -0.2, 0.3, 1, Arnaut, 0.3, 492, False, , 2019-08-12T10:00:14.019366Z, 58, 220307.jpg, 1.0, Danjuma Groeneveld, 0.0, False, None, a, 3, 91, 1, 290, 69, 3647, 62, 0.1, 0.2, Danjuma, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4.8, 0.3, 0.0, 0.5, 
None, None, 225321, 0, 0, 0, 0, 1, 1, 4.5, 5.0, 2, Aaron, 5.0, 494, False, , None, 45, 225321.jpg, 3.3, Ramsdale, 0.8, False, None, a, 3, 91, 23, 61851, 10875, 19177, 5082, 1.1, 5.1, Ramsdale, 630, 0, 1, 0, 12, 0, 0, 0, 0, 0, 26, 3, 130, 201.4, 10.0, 0.0, 21.2, 
None, None, 153682, 0, 0, 1, -1, 0, 3, 2.5, 3.0, 2, Harry, 3.0, 505, False, , None, 61, 153682.jpg, 4.2, Wilson, 3.7, False, None, a, 3, 91, 25, 319049, 13149, 162133, 28299, 0.5, 4.1, Harry Wilson, 386, 3, 0, 0, 9, 0, 0, 0, 1, 0, 0, 1, 92, 121.0, 69.1, 115.0, 30.7, 
0, 0, 61933, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Shane, 0.7, 37, False, Calf injury - Unknown return date, 2019-09-25T22:00:12.331496Z, 49, 61933.jpg, 2.8, Duffy, 1.4, False, None, i, 4, 36, 11, 32035, 19, 122488, 20827, 0.1, 2.2, Duffy, 360, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 65, 64.2, 1.6, 13.0, 7.9, 
100, 100, 86153, 0, 0, 0, 0, 0, 2, 1.3, 1.3, 1, Martín, 2.3, 38, False, , 2019-09-14T16:30:10.724610Z, 45, 86153.jpg, 2.5, Montoya, 0.7, False, None, a, 4, 36, 15, 45732, 449, 47954, 2669, 0.5, 3.3, Montoya, 540, 0, 0, 2, 9, 0, 0, 0, 1, 0, 0, 0, 86, 94.2, 87.2, 18.0, 20.0, 
0, 0, 209362, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Bernardo, 0.0, 39, False, Knock - Unknown return date, 2019-09-14T16:30:10.738160Z, 44, 209362.jpg, 1.0, Fernandes da Silva Junior, 0.1, False, None, i, 4, 36, 2, 1495, 3, 6363, 578, 0.0, 0.5, Bernardo, 67, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 14, 10.8, 16.2, 2.0, 2.9, 
100, 0, 52484, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Leon, 0.0, 40, False, , 2019-09-12T13:00:14.154646Z, 44, 52484.jpg, 0.0, Balogun, 0.1, False, None, a, 4, 36, 0, 578, 16, 3490, 177, 0.0, 0.0, Balogun, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 42748, 0, 0, -1, 1, 0, 2, -0.3, -0.3, 0, Gaëtan, 0.7, 41, False, , None, 44, 42748.jpg, 0.7, Bong, 0.1, False, None, a, 4, 36, 2, 1211, 85, 4715, 292, 0.2, 0.5, Bong, 55, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 12, 15.4, 27.4, 6.0, 4.9, 
None, None, 83299, 0, 0, 1, -1, 1, 2, 2.0, 2.0, 1, Lewis, 3.0, 42, False, , None, 46, 83299.jpg, 3.3, Dunk, 10.2, False, None, a, 4, 36, 23, 454489, 4665, 302802, 27323, 0.7, 5.0, Dunk, 630, 0, 1, 2, 10, 0, 0, 0, 3, 0, 0, 5, 136, 138.0, 17.1, 48.0, 20.4, 
0, 0, 178173, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Matthew, 0.0, 43, False, Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul, 2019-08-02T11:00:13.040927Z, 44, 178173.jpg, 0.0, Clarke, 0.0, False, None, n, 4, 36, 0, 131, 10, 927, 26, 0.0, 0.0, Clarke, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 20529, 0, 0, -3, 3, 0, 4, 0.0, 0.0, 1, Glenn, 1.0, 44, False, , None, 57, 20529.jpg, 1.5, Murray, 1.1, False, None, a, 4, 36, 9, 35814, 523, 184593, 5631, 0.2, 1.6, Murray, 265, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 9, 6.8, 28.7, 45.0, 7.7, 
0, 0, 106757, 0, 0, -2, 2, 0, 4, 0.0, 0.0, 0, Jürgen, 0.0, 45, False, Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul, 2019-08-29T13:00:09.129312Z, 53, 106757.jpg, 1.5, Locadia, 0.1, False, None, n, 4, 36, 3, 6326, 17, 21628, 417, 0.0, 0.6, Locadia, 85, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 3.2, 1.3, 30.0, 3.3, 
0, 0, 93284, 0, 0, -1, 1, 0, 4, 0.0, 0.0, 0, Florin, 0.0, 46, False, Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul, 2019-08-24T16:30:09.164349Z, 49, 93284.jpg, 1.7, Andone, 0.6, False, None, n, 4, 36, 5, 159068, 46, 181966, 3621, 0.0, 1.0, Andone, 71, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 20, 45.0, 11.3, 21.0, 7.6, 
None, None, 131897, 0, 0, 1, -1, 0, 1, 4.3, 4.3, 4, Mathew, 5.3, 47, False, , None, 46, 131897.jpg, 4.0, Ryan, 12.8, False, None, a, 4, 36, 28, 357255, 35939, 330980, 12390, 1.2, 6.1, Ryan, 630, 0, 0, 2, 10, 0, 0, 0, 0, 0, 21, 6, 146, 179.6, 0.0, 0.0, 18.0, 
None, None, 50093, 0, 0, 0, 0, 0, 1, -1.0, -1.0, 0, David, 0.0, 48, False, , None, 40, 50093.jpg, 0.0, Button, 24.9, False, None, a, 4, 36, 0, 327946, 9639, 303573, 25537, 0.0, 0.0, Button, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 60307, -1, 1, -1, 1, 0, 3, 1.3, 1.3, 2, Pascal, 2.3, 49, False, , None, 64, 60307.jpg, 2.6, Groß, 0.6, False, None, a, 4, 36, 18, 59776, 789, 75433, 3560, 0.4, 2.8, Groß, 445, 0, 1, 2, 6, 0, 0, 0, 0, 0, 0, 1, 78, 59.2, 243.2, 82.0, 38.5, 
100, 50, 165210, 0, 0, -2, 2, 0, 3, -1.0, -0.5, 0, Alireza, 0.0, 50, False, , 2019-09-19T14:00:12.919069Z, 58, 165210.jpg, 0.0, Jahanbakhsh, 0.1, False, None, a, 4, 36, 0, 498, 35, 3975, 86, 0.0, 0.0, Jahanbakhsh, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 167473, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, José Heriberto, 0.0, 51, False, Knee injury - Unknown return date, 2019-06-25T11:30:06.929510Z, 54, 167473.jpg, 0.0, Izquierdo Mena, 0.0, False, None, i, 4, 36, 0, 75, 3, 161, 4, 0.0, 0.0, Izquierdo, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 83543, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Anthony, 0.0, 52, False, Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul, 2019-07-21T20:00:14.555249Z, 54, 83543.jpg, 0.0, Knockaert, 0.0, False, None, n, 4, 36, 0, 122, 10, 726, 17, 0.0, 0.0, Knockaert, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 227127, 0, 0, 0, 0, 0, 3, -0.3, -0.3, 1, Yves, 0.7, 53, False, , 2019-06-25T11:30:06.944296Z, 50, 227127.jpg, 1.0, Bissouma, 0.0, False, None, a, 4, 36, 2, 249, 66, 255, 44, 0.1, 0.4, Bissouma, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5.2, 8.7, 7.0, 2.1, 
50, None, 66242, 0, 0, 0, 0, 0, 3, 0.5, 0.7, 0, Davy, 1.7, 54, False, Hamstring injury - 50% chance of playing, 2019-09-29T10:30:09.519275Z, 50, 66242.jpg, 2.8, Pröpper, 0.6, False, None, d, 4, 36, 17, 79210, 56, 68362, 7667, 0.3, 3.4, Pröpper, 540, 0, 1, 2, 8, 0, 0, 0, 0, 0, 0, 0, 80, 102.2, 91.2, 72.0, 26.6, 
100, 50, 109345, 0, 0, -1, 1, 0, 3, 1.0, 1.0, 0, Solomon, 3.0, 55, False, , 2019-09-21T18:30:19.376002Z, 49, 109345.jpg, 3.6, March, 0.4, False, None, a, 4, 36, 18, 30207, 388, 36403, 4792, 0.6, 3.7, March, 426, 0, 1, 2, 6, 0, 0, 0, 0, 0, 0, 3, 76, 97.0, 114.1, 91.0, 30.3, 
0, 0, 38490, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Beram, 0.0, 56, False, Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul, 2019-08-08T22:00:09.076501Z, 44, 38490.jpg, 0.0, Kayal, 0.1, False, None, n, 4, 36, 0, 2081, 72, 5251, 518, 0.0, 0.0, Kayal, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 40845, 0, 0, 0, 0, 0, 3, 1.3, 1.3, 2, Dale, 2.3, 57, False, , None, 45, 40845.jpg, 2.3, Stephens, 2.9, False, None, a, 4, 36, 16, 114571, 12402, 125791, 9304, 0.5, 3.6, Stephens, 617, 0, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 101, 113.2, 55.1, 53.0, 22.2, 
0, 0, 116216, -1, 1, -2, 2, 0, 3, 0.0, 0.0, 0, Leandro, 0.0, 421, False, Groin Injury - Expected back 19 Oct, 2019-09-06T08:30:17.439483Z, 58, 116216.jpg, 3.7, Trossard, 0.2, False, None, i, 4, 36, 11, 43777, 25, 79934, 1709, 0.0, 1.9, Trossard, 247, 1, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 40, 57.8, 87.1, 111.0, 25.5, 
None, None, 78916, 0, 0, 0, 0, 0, 2, 2.0, 2.0, 1, Dan, 3.0, 475, False, , None, 45, 78916.jpg, 2.6, Burn, 0.2, False, None, a, 4, 36, 18, 14333, 500, 8627, 725, 0.7, 4.0, Burn, 630, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 0, 102, 119.0, 80.2, 51.0, 24.9, 
None, None, 110735, 0, 0, -1, 1, 0, 2, 2.3, 2.3, 0, Adam, 3.3, 493, False, , None, 44, 110735.jpg, 2.5, Webster, 0.1, False, None, a, 4, 36, 10, 3552, 607, 3763, 444, 0.7, 2.3, Webster, 360, 0, 0, 1, 7, 0, 0, 0, 1, 0, 0, 2, 65, 75.0, 36.5, 12.0, 12.3, 
None, None, 115382, 0, 0, 0, 0, 0, 4, 2.7, 2.7, 1, Neal, 3.7, 502, False, , None, 60, 115382.jpg, 3.1, Maupay, 0.5, False, None, a, 4, 36, 22, 61225, 1507, 58247, 4103, 0.6, 3.7, Maupay, 430, 2, 0, 2, 6, 0, 0, 0, 1, 0, 0, 3, 61, 79.6, 42.6, 271.0, 39.3, 
None, None, 74471, 0, 0, -1, 1, 0, 3, 1.0, 1.0, 2, Aaron, 2.0, 516, False, , None, 49, 74471.jpg, 1.8, Mooy, 0.2, False, None, a, 4, 36, 7, 4442, 230, 13817, 551, 0.4, 1.4, Mooy, 148, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 29, 32.0, 17.2, 9.0, 5.8, 
None, None, 233425, 0, 0, 0, 0, 0, 4, 0.0, 0.0, 1, Aaron, 1.0, 534, False, , None, 45, 233425.jpg, 1.0, Connolly, 0.5, False, None, a, 4, 36, 4, 44077, 5389, 14854, 3282, 0.2, 0.9, Connolly, 75, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 3.4, 5.8, 39.0, 4.8, 
None, None, 213056, 0, 0, 0, 0, 0, 2, -1.0, -1.0, 0, Tudor, 0.0, 536, False, , None, 40, 213056.jpg, 0.0, Baluta, 0.1, False, None, a, 4, 36, 0, 8941, 1919, 2553, 854, 0.0, 0.0, Baluta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 235382, 0, 0, 0, 0, 0, 3, 0.3, 0.3, 1, Steven, 1.3, 537, False, , None, 45, 235382.jpg, 2.0, Alzate, 0.0, False, None, a, 4, 36, 4, 2036, 680, 469, 222, 0.3, 0.9, Alzate, 180, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 21, 18.8, 30.9, 28.0, 7.8, 
None, None, 74375, 0, 0, 0, 0, 0, 2, 0.1, 0.1, 0, Ezequiel, 0.0, 546, False, , None, 40, 74375.jpg, 0.0, Schelotto, 0.0, False, None, a, 4, 36, 0, 1030, 1030, 214, 214, 0.0, 0.0, Schelotto, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 51927, 0, 0, 0, 0, 0, 2, 3.0, 3.5, 1, Ben, 3.0, 83, False, , None, 50, 51927.jpg, 2.7, Mee, 1.0, False, None, a, 5, 90, 19, 30154, 2260, 26494, 3194, 0.6, 3.8, Mee, 630, 0, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 99, 134.0, 21.6, 44.0, 20.0, 
100, 100, 17761, 0, 0, 0, 0, 0, 2, 2.7, 3.2, 0, James, 2.7, 84, False, , 2019-08-03T18:30:13.047591Z, 50, 17761.jpg, 2.4, Tarkowski, 1.6, False, None, a, 5, 90, 17, 36160, 1494, 46009, 5107, 0.5, 3.4, Tarkowski, 630, 0, 0, 2, 9, 0, 0, 0, 2, 0, 0, 0, 97, 137.6, 12.0, 100.0, 24.9, 
None, None, 68983, 0, 0, 0, 0, 0, 2, 4.0, 4.5, 4, Matthew, 4.0, 85, False, , None, 45, 68983.jpg, 3.1, Lowton, 1.0, False, None, a, 5, 90, 22, 69540, 4989, 26097, 2399, 0.9, 4.9, Lowton, 630, 0, 1, 2, 9, 0, 0, 0, 0, 0, 0, 0, 118, 141.2, 131.5, 9.0, 28.3, 
None, None, 17997, 0, 0, -1, 1, 0, 2, 0.0, 0.5, 0, Phil, 0.0, 86, False, , None, 44, 17997.jpg, 0.0, Bardsley, 0.1, False, None, a, 5, 90, 0, 1617, 84, 5623, 390, 0.0, 0.0, Bardsley, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 103914, -1, 1, -3, 3, 0, 2, 0.0, 0.5, 0, Charlie, 0.0, 87, False, , None, 42, 103914.jpg, 0.0, Taylor, 0.6, False, None, a, 5, 90, 0, 4701, 410, 59189, 2271, 0.0, 0.0, Taylor, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 41674, 0, 0, -1, 1, 0, 2, 0.0, 0.5, 0, Kevin, 0.0, 88, False, , 2019-08-04T11:00:17.994252Z, 44, 41674.jpg, 0.0, Long, 0.1, False, None, a, 5, 90, 0, 2048, 111, 5067, 370, 0.0, 0.0, Long, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 83312, 0, 0, 0, 0, 0, 2, 0.0, 0.5, 0, Ben, 0.0, 89, False, , 2019-07-31T00:00:11.168991Z, 40, 83312.jpg, 0.0, Gibson, 2.8, False, None, a, 5, 90, 0, 55637, 2911, 83743, 6053, 0.0, 0.0, Gibson, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 44699, 0, 0, 1, -1, 1, 4, 1.7, 2.2, 1, Ashley, 1.7, 90, False, , 2019-09-12T15:00:18.746866Z, 66, 44699.jpg, 4.6, Barnes, 7.2, False, None, a, 5, 90, 32, 980992, 13631, 690519, 87688, 0.3, 4.8, Barnes, 572, 4, 0, 3, 7, 0, 0, 0, 2, 0, 0, 4, 107, 147.0, 26.6, 259.0, 42.5, 
None, None, 60689, 0, 0, -3, 3, 1, 4, 7.3, 7.8, 7, Chris, 7.3, 91, False, , None, 62, 60689.jpg, 4.0, Wood, 1.3, False, None, a, 5, 90, 28, 72531, 29456, 97020, 5365, 1.2, 4.5, Wood, 575, 3, 0, 2, 8, 1, 0, 0, 0, 0, 0, 4, 85, 117.0, 56.6, 252.0, 42.0, 
None, None, 81183, 0, 0, -1, 1, 0, 4, 1.3, 1.8, 0, Matej, 1.3, 92, False, , None, 54, 81183.jpg, 4.0, Vydra, 0.1, False, None, a, 5, 90, 4, 2891, 173, 4646, 327, 0.2, 0.7, Vydra, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17.0, 10.8, 2.0, 3.0, 
100, 100, 98747, 0, 0, 1, -1, 0, 1, 3.3, 3.8, 1, Nick, 3.3, 93, False, , 2019-07-31T00:00:11.182051Z, 46, 98747.jpg, 3.6, Pope, 14.8, False, None, a, 5, 90, 25, 724623, 34744, 188921, 14325, 0.7, 5.4, Pope, 630, 0, 0, 2, 9, 0, 0, 0, 0, 0, 24, 1, 142, 174.2, 20.3, 2.0, 19.6, 
None, None, 15749, 0, 0, -1, 1, 0, 1, 0.0, 0.5, 0, Joe, 0.0, 95, False, , None, 44, 15749.jpg, 0.0, Hart, 1.4, False, None, a, 5, 90, 0, 13999, 801, 61133, 3365, 0.0, 0.0, Hart, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 60586, -1, 1, -1, 1, 0, 3, 0.0, 0.5, 0, Johann Berg, 0.0, 96, False, , 2019-08-25T18:00:16.403317Z, 59, 60586.jpg, 4.7, Gudmundsson, 0.6, False, None, a, 5, 90, 14, 78967, 188, 101315, 2125, 0.0, 2.4, Gudmundsson, 226, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 51, 67.8, 107.4, 46.0, 22.1, 
100, 75, 433154, 0, 0, 0, 0, 0, 3, 3.3, 2.8, 2, Dwight, 3.3, 97, False, , 2019-09-26T14:30:17.961067Z, 60, 433154.jpg, 3.7, McNeil, 0.4, False, None, a, 5, 90, 26, 31331, 2341, 30116, 3069, 0.6, 4.3, McNeil, 606, 0, 3, 3, 8, 0, 0, 0, 0, 0, 0, 0, 96, 93.4, 153.3, 80.0, 32.6, 
100, 100, 90517, 0, 0, 0, 0, 0, 3, 0.7, 1.2, 1, Robbie, 0.7, 98, False, , 2019-07-31T00:00:11.195874Z, 55, 90517.jpg, 1.0, Brady, 0.0, False, None, a, 5, 90, 2, 468, 87, 1139, 79, 0.1, 0.4, Brady, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8.0, 0.1, 0.0, 0.8, 
0, 0, 39847, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, Steven, 0.0, 99, False, Contract terminated by mutual consent on 31/8, 2019-06-25T11:30:07.038056Z, 55, 39847.jpg, 0.0, Defour, 0.0, False, None, u, 5, 90, 0, 108, 14, 227, 23, 0.0, 0.0, Defour, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
